1,UGC Villeneuve d Ascq,Villeneuve d'Ascq,50.6162022852026,3.12490387535896,https://www.ugc.fr/cinema.html?code=CCVDA
2,UGC Lille,Lille,50.6342265569891,3.06294894358591,https://www.ugc.fr/cinema.html?code=LILLE
3,Kinépolis Lomme,Lomme,50.6517244877571,2.98122486543318,https://kinepolis.fr/cinemas/kinepolis-lomme?main-section=presales
4,Majestic Lille,Lille,50.6334037780762,3.06286692619324,https://www.ugc.fr/cinema.html?id=46#
5,Pathé Gaumont Valenciennes,Valenciennes,50.3404197692871,3.51560354232788,https://www.cinemaspathegaumont.com/cinemas/cinema-gaumont-valenciennes
6,Le Duplexe Roubaix,Roubaix,50.6925811767578,3.17844533920288,https://www.ugc.fr/cinema.html?id=51
7,Le Métropole Lille,Lille,50.6365585327149,3.06700801849365,https://www.ugc.fr/cinema.html?id=45
8,Le Majestic Douai,Douai,50.3756294250488,3.07646155357361,http://www.majestic-douai.com
9,Les Lumières Armentières,Armentières,50.6818618774414,2.87812995910645,http://cine-armentieres.fr
10,L'Univers Lille,Lille,50.6235885620117,3.07436990737915,http://lunivers.org
11,L'Hybride Lille,Lille,50.6257934570313,3.06597399711609,https://www.lhybride.org/majesticmetropole/programmation-en-cours.html
12,Le Kino Villeneuve d'Ascq,Villeneuve d'Ascq,50.6263313293457,3.12660837173462,https://fr-fr.facebook.com/kino.cine
13,Le Méliès Villeneuve d'Ascq,Villeneuve d'Ascq,50.6164512634277,3.14104008674622,https://www.lemelies.fr
14,Les Écrans Tourcoing,Tourcoing,50.7211761474609,3.16020894050598,https://www.ugc.fr/cinema.html?id=52
15,Le Fresnoy Tourcoing,Tourcoing,50.7000198364258,3.15457820892334,https://www.lefresnoy.net/fr/cinema/cette-semaine
16,L'Olympia Templeuve,Templeuve,50.5257911682129,3.1703028678894,http://cine-templeuve.fr
17,Cinéma Lambersart,Lambersart,50.6510047912598,3.02766680717468,cine-lambersart.fr
18,Colisée Lumière Marcq-en-Baroeul,Marcq-en-Baroeul,50.6643409729004,3.07236003875732,https://www.marcq-en-baroeul.org/culture-sport-loisirs/culture/cinema-colisee-lumieres
19,Cinéma Gérard Philipe Roncq,Roncq,50.745231628418,3.11572003364563,http://www.cinemaroncq.fr
20,Cinéligue NPDC Cinéma Gérard Philipe Wasquehal,Wasquehal,50.6858215332031,3.14556097984314,http://www.allocine.fr/seance/salle_gen_csalle=P5441.html
"21,La Familia Halluin,Halluin,50.7807197570801,3.1276969909668,""https://www.halluin.fr/cinema"""
22,Amical Ciné Leers,Leers,50.6791191101074,3.2435998916626,https://fr-fr.facebook.com/Amical-Cin%C3%A9-Leers-842244389131714
23,Cinéma Paul Desmarets / L'Hippodrome Douai,Douai,50.3644409179688,3.08350992202759,http://www.tandem-arrasdouai.eu/fr/cinema
24,Megarama Denain,Denain,50.3267402648926,3.39232134819031,http://denain.megarama.fr
25,Ociné Dunkerque ,Dunkerque,51.0337944030762,2.37069988250732,https://www.ocine.fr/dunkerque/films-a-l-affiche
26,Studio 43 Dunkerque,Dunkerque,51.0333633422852,2.37127900123596,https://studio43.fr
27,Le Foyer Bousbecque,Bousbecque,50.7707443237305,3.0810489654541,https://cinelefoyer.fr
28,Le Sunset Fourmies,Fourmies,50.013599395752,4.04476022720337,http://www.allocine.fr/seance/salle_gen_csalle=P7974.html
29,Cinéma Jacques Tati Aniche,Aniche,50.3311386108398,3.2522599697113,https://www.aniche.fr/loisirs/culture/ideal-cinema-jacques-tati
30,Le Varlin Grande-Synthe,Grande-Synthe,51.0165328979492,2.30065202713013,http://cinemalevarlin.fr
31,Espace culturel Robert Hossein Merville,Merville,50.6409568786621,2.63718271255493,http://www.culturemerville.fr
32,Cinéma Rex Solre-Le-Château,Solre-Le-Château,50.1740798950195,4.09257984161377,https://www.solrelechateau.fr/activites/cinema
33,Cinéligue NPDC Salle des fêtes Gouzeaucourt,Gouzeaucourt,50.0500793457031,3.11343884468079,http://www.allocine.fr/seance/salle_gen_csalle=W5924.html
34,Cinéligue NPDC Salle des fêtes Holque,Holque,50.8541793823242,2.20600175857544,http://www.allocine.fr/seance/salle_gen_csalle=W5914.html
35,Cinéligue NPDC Centre social culturel E. Bantigny Landrecies,Landrecies,50.1244543281776,3.6921804277097,http://www.allocine.fr/seance/salle_gen_csalle=W5955.html
36,Cinéligue NPDC Salle des fêtes du Meulenhof Rexpoëde,Rexpoëde,50.9391021728516,2.54007887840271,http://www.allocine.fr/seance/salle_gen_csalle=W5916.html
37,Cinéligue NPDC Salle des fêtes Rosult,Rosult,50.455135345459,3.36484241485596,http://www.allocine.fr/seance/salle_gen_csalle=W5930.html
38,Cinéligue NPDC Salle des fêtes Ruesnes,Ruesnes,50.25861448828,3.58399292719372,http://www.allocine.fr/seance/salle_gen_csalle=W5934.html
39,Cinéligue NPDC Salle Maria Casarès Sin-Le-Noble,Sin-Le-Noble,50.364631652832,3.11346459388733,http://www.allocine.fr/seance/salle_gen_csalle=W5945.html
40,Cinéligue NPDC Salle des fêtes Wasquehal,Wasquehal,50.6851272583008,3.0476336479187,http://www.allocine.fr/seance/salle_gen_csalle=W5937.html
41,Cinéligue NPDC Salle des fêtes Boëseghem,Boëseghem,50.6615371704102,2.43956255912781,http://www.allocine.fr/seance/salle_gen_csalle=W5918.html
42,Cinéligue NPDC Salle des fêtes Faumont,Faumont,50.463565826416,3.13718891143799,http://www.allocine.fr/seance/salle_gen_csalle=W5932.html
43,Cinéligue NPDC Salle Jean Macé Hantay,Hantay,50.5346031188965,2.87070274353027,http://www.allocine.fr/seance/salle_gen_csalle=W5949.html
44,Cinéligue NPDC Salle polyvalente Sebourg,Sebourg,50.3417663574219,3.64484786987305,http://www.allocine.fr/seance/salle_gen_csalle=W5900.html
45,Cinéligue NPDC Salle polyvalente Warhem,Warhem,50.9744720458984,2.49597644805908,http://www.allocine.fr/seance/salle_gen_csalle=W5942.html
46,Cinéligue NPDC Salle des fêtes Estreux,Estreux,50.3483657836914,3.59173274040222,http://www.allocine.fr/seance/salle_gen_csalle=W5999.html
47,Cinéligue NPDC Centre socio-culturel Daniel Peene Hondschoote,Hondschoote,50.9778709411621,2.58347868919373,http://www.allocine.fr/seance/salle_gen_csalle=W5912.html
48,Cinéligue NPDC Salle polyvalente Houplin-Ancoisne,Houplin-Ancoisne,50.5781882262292,2.98327634277766,http://www.allocine.fr/seance/salle_gen_csalle=W5929.html
49,Le Régent Jeumont,Jeumont,50.2968597412109,4.10078048706055,https://www.facebook.com/cinemaleregent.jeumont.9
50,Cinéligue NPDC Salle des fêtes Maulde,Maulde,50.4971160888672,3.43455386161804,http://www.allocine.fr/seance/salle_gen_csalle=W5915.html
51,Cinéligue NPDC Salle polyvalente Ochtezeele,Ochtezeele,50.8210220336914,2.40038347244263,http://www.allocine.fr/seance/salle_gen_csalle=W5967.html
52,Cinéligue NPDC Théâtre des 3 chênes Le Quesnoy,Le Quesnoy,50.2469291687012,3.63423824310303,http://www.allocine.fr/seance/salle_gen_csalle=W5953.html
53,Cinéligue NPDC Salle César Monnier Rumegies,Rumegies,50.4916801452637,3.36130356788635,http://www.allocine.fr/seance/salle_gen_csalle=W5935.html
54,Cinéligue NPDC Salle Chez Flo Saint-Pierre-Brouck,Saint-Pierre-Brouck,50.8956718444824,2.19547772407532,http://www.allocine.fr/seance/salle_gen_csalle=W5963.html
55,Cinéligue NPDC Médiathèque François Mitterrand Annoeullin,Annoeullin,50.5328559875488,2.93250107765198,http://www.allocine.fr/seance/salle_gen_csalle=P5959.html
56,Cinéligue NPDC Théâtre Léo Ferré Aulnoye-Aymeries,Aulnoye-Aymeries,50.2037048339844,3.83702898025513,http://www.allocine.fr/seance/salle_gen_csalle=W5962.html
57,Cinéligue NPDC Salle Vox 2000 La Bassée,La Bassée,50.5301933288574,2.80441498756409,http://www.allocine.fr/seance/salle_gen_csalle=W5948.html
58,Cinéligue NPDC coopérative des associations Bauvin,Bauvin,50.5110473632813,2.90176820755005,http://www.allocine.fr/seance/salle_gen_csalle=W5926.html
59,Cinéligue NPDC Salle des fêtes Bavay,Bavay,50.2977066040039,3.79627752304077,http://www.allocine.fr/seance/salle_gen_csalle=W5957.html
60,Cinéligue NPDC Salle du Foyer Noël Heyden Beuvry-La-Forêt,Beuvry-La-Forêt,50.4586791992188,3.28371357917786,http://www.allocine.fr/seance/salle_gen_csalle=W5931.html
61,Cinéligue NPDC Espace culturel Maison du Westhoek Esquelbecq,Esquelbecq,50.885786,2.4309555,http://www.allocine.fr/seance/salle_gen_csalle=W5940.html
62,Cinéligue NPDC Salle municipale Godewaersvelde,Godewaersvelde,50.7963638305664,2.6408839225769,http://www.allocine.fr/seance/salle_gen_csalle=W5927.html
63,Cinéligue NPDC Salle du théâtre Hornaing,Hornaing,50.3653717041016,3.33450031280518,http://www.allocine.fr/seance/salle_gen_csalle=W5917.html
64,Cinéligue NPDC Salle F.Mitterrand Loos,Loos,50.6150665283203,3.01599740982056,http://www.allocine.fr/seance/salle_gen_csalle=W5913.html
65,Cinéligue NPDC Salle des fêtes Seclin,Seclin,50.549617767334,3.03181171417236,http://www.allocine.fr/seance/salle_gen_csalle=W5919.html
66,Cinéligue NPDC Salle Gérard Philippe Somain,Somain,50.3582229614258,3.28201127052307,http://www.allocine.fr/seance/salle_gen_csalle=W5950.html
67,Cinéligue NPDC Salle des fêtes Steenvoorde,Steenvoorde,50.8104629516602,2.57839441299438,http://www.allocine.fr/seance/salle_gen_csalle=W5936.html
68,Cinéligue NPDC Salle Orphéon Auby,Auby,50.4175758361816,3.06567931175232,http://www.allocine.fr/seance/salle_gen_csalle=W5995.html
69,Cinéligue NPDC Salle polyvalente groupe scolaire Bierne,Bierne,50.9631729125977,2.40754532814026,http://www.allocine.fr/seance/salle_gen_csalle=W5938.html
70,Cinéligue NPDC Espace Jules Dehaenne Bollezeele,Bollezeele,50.8651313781738,2.32723760604858,http://www.allocine.fr/seance/salle_gen_csalle=W5947.html
71,Cinéligue NPDC Le Pacbo Orchies,Orchies,50.4726257324219,3.24355816841125,http://www.allocine.fr/seance/salle_gen_csalle=W5933.html
72,Cinéligue NPDC Salle polyvalente Socx,Socx,50.9354858398438,2.42248749732971,http://www.allocine.fr/seance/salle_gen_csalle=W5939.html
73,Cinéligue NPDC Salle des fêtes Vieux-Reng,Vieux-Reng,50.3310432434082,4.04850625991821,http://www.allocine.fr/seance/salle_gen_csalle=W5961.html
74,Cinéligue NPDC Salle des fêtes Wargnies-Le-Grand,Wargnies-Le-Grand,50.3073463439941,3.66269087791443,http://www.allocine.fr/seance/salle_gen_csalle=W5941.html
75,Cinéligue NPDC Ciné Agora Santes,Santes,50.5920715332031,2.95940375328064,http://www.allocine.fr/seance/salle_gen_csalle=W5911.html
76,Flandria Bailleul,Bailleul,50.7406921386719,2.73581266403198,http://www.allocine.fr/seance/salle_gen_csalle=P1001.html
77,Le Select Le Cateau-Cambrésis,Le Cateau-Cambrésis,50.1065673828125,3.54442262649536,http://www.allocine.fr/seance/salle_gen_csalle=W0679.html
78,Studio du Hérisson Coudekerque-Branche,Coudekerque-Branche,51.0174102783203,2.38107967376709,http://www.ville-coudekerque-branche.fr/index.php?menu=7&page=page&pageID=71
79,Cinéma de l'Imaginaire Douchy-Les-Mines,Douchy-Les-Mines,50.3001251220703,3.39028120040894,https://imaginaire-douchy.fr/mot/cinema
80,Le Foyer Thumeries,Thumeries,50.4716491699219,3.07310485839844,https://www.thumeries.fr/infos-pratiques-et-demarches/cinema
81,Cinéma Caméo 1 2 Avesnes-Sur-Helpe,Avesnes-Sur-Helpe,50.1244087219238,3.9286949634552,https://www.annuaire-mairie.fr/cinema-cinema-cameo-1-2.html
82,Millenium Caudry,Caudry,50.1249351501465,3.41158771514893,http://www.le-millenium.fr
83,Fa-Mi-La Bray-Dunes,Bray-Dunes,51.0705070495605,2.5208899974823,http://bray-dunes.fr/bd/cinema
84,Le Sportica Gravelines,Gravelines,50.9982986486325,2.12192841236465,https://www.sportica.fr/particuliers/cinema
85,Cinéma Arcs-en-ciel Hazerbrouck,Hazerbrouck,50.7226104736328,2.53645086288452,http://arcsenciel-cine.fr
86,Le Palace Cambrai,Cambrai,50.1746292114258,3.23690128326416,https://www.lepalacecambrai.com
87,Cin'Amand Saint-Amand-Les-Eaux,Saint-Amand-Les-Eaux,50.4442481994629,3.44316601753235,http://www.cinamand.fr
88,Ociné Maubeuge,Maubeuge,50.2731513977051,3.96999645233154,https://www.ocine.fr/maubeuge
